frame,second,id,label,x1,y1,x2,y2,vx1,vy1,vx2,vy2,distance_m,speed_kmh,video
32,1.28,1,car,966,405,1126,490,3.0,2.0,-1.0,-1.0,8.59,2.67,challenge_data
33,1.32,1,car,967,405,1126,491,1.0,0.0,0.0,1.0,8.65,1.18,challenge_data
34,1.36,1,car,967,405,1130,491,0.0,0.0,4.0,0.0,8.44,1.18,challenge_data
35,1.4,1,car,967,406,1131,491,0.0,1.0,1.0,0.0,8.38,1.2,challenge_data
36,1.44,1,car,970,406,1134,492,3.0,0.0,3.0,1.0,8.38,0.87,challenge_data
37,1.48,1,car,973,406,1134,492,3.0,0.0,0.0,0.0,8.54,1.06,challenge_data
38,1.52,1,car,976,406,1134,492,3.0,0.0,0.0,0.0,8.7,1.05,challenge_data
39,1.56,1,car,975,405,1134,492,-1.0,-1.0,0.0,0.0,8.65,1.46,challenge_data
40,1.6,1,car,976,405,1136,492,1.0,0.0,2.0,0.0,8.59,1.62,challenge_data
41,1.64,1,car,976,406,1140,493,0.0,1.0,4.0,1.0,8.38,1.71,challenge_data
42,1.68,1,car,978,406,1144,494,2.0,0.0,4.0,1.0,8.28,1.62,challenge_data
43,1.72,1,car,979,406,1145,494,1.0,0.0,1.0,0.0,8.28,1.49,challenge_data
44,1.76,1,car,981,405,1144,493,2.0,-1.0,-1.0,-1.0,8.44,1.12,challenge_data
45,1.8,1,car,982,404,1143,492,1.0,-1.0,-1.0,-1.0,8.54,1.19,challenge_data
46,1.84,1,car,981,403,1147,492,-1.0,-1.0,4.0,0.0,8.28,1.32,challenge_data
47,1.88,1,car,981,403,1148,492,0.0,0.0,1.0,0.0,8.23,1.28,challenge_data
48,1.92,1,car,982,403,1153,493,1.0,0.0,5.0,1.0,8.04,1.36,challenge_data
49,1.96,1,car,982,403,1156,494,0.0,0.0,3.0,1.0,7.9,1.43,challenge_data
50,2.0,1,car,982,404,1154,496,0.0,1.0,-2.0,2.0,7.99,1.26,challenge_data
51,2.04,1,car,982,405,1154,495,0.0,1.0,0.0,-1.0,7.99,2.24,challenge_data
52,2.08,1,car,984,404,1156,495,2.0,-1.0,2.0,0.0,7.99,2.25,challenge_data
53,2.12,1,car,986,404,1159,495,2.0,0.0,3.0,0.0,7.95,2.22,challenge_data
54,2.16,1,car,987,404,1160,494,1.0,0.0,1.0,-1.0,7.95,2.45,challenge_data
55,2.2,1,car,987,403,1162,496,0.0,-1.0,2.0,2.0,7.86,2.32,challenge_data
56,2.24,1,car,988,403,1163,496,1.0,0.0,1.0,0.0,7.86,1.3,challenge_data
57,2.28,1,car,990,404,1165,496,2.0,1.0,2.0,0.0,7.86,1.44,challenge_data
58,2.32,1,car,991,406,1168,496,1.0,2.0,3.0,0.0,7.77,1.53,challenge_data
59,2.36,1,car,992,405,1169,496,1.0,-1.0,1.0,0.0,7.77,1.24,challenge_data
60,2.4,1,car,994,405,1171,495,2.0,0.0,2.0,-1.0,7.77,1.5,challenge_data
61,2.44,1,car,994,403,1172,495,0.0,-2.0,1.0,0.0,7.72,1.52,challenge_data
62,2.48,1,car,997,402,1175,495,3.0,-1.0,3.0,0.0,7.72,1.86,challenge_data
63,2.52,1,car,995,403,1175,496,-2.0,1.0,0.0,1.0,7.64,3.29,challenge_data
64,2.56,1,car,995,404,1175,496,0.0,1.0,0.0,0.0,7.64,3.84,challenge_data
65,2.6,1,car,996,404,1176,497,1.0,0.0,1.0,1.0,7.64,4.16,challenge_data
66,2.64,1,car,1000,404,1183,498,4.0,0.0,7.0,1.0,7.51,4.82,challenge_data
67,2.68,1,car,1002,404,1183,498,2.0,0.0,0.0,0.0,7.6,4.35,challenge_data
68,2.72,1,car,1003,402,1188,499,1.0,-2.0,5.0,1.0,7.43,4.45,challenge_data
69,2.76,1,car,1000,401,1187,499,-3.0,-1.0,-1.0,0.0,7.35,4.98,challenge_data
70,2.8,1,car,996,401,1193,500,-4.0,0.0,6.0,1.0,6.98,5.19,challenge_data
71,2.84,1,car,996,401,1191,500,0.0,0.0,-2.0,0.0,7.05,5.36,challenge_data
72,2.88,1,car,1000,401,1191,499,4.0,0.0,0.0,-1.0,7.2,6.16,challenge_data
73,2.92,1,car,1004,402,1195,499,4.0,1.0,4.0,0.0,7.2,7.46,challenge_data
74,2.96,1,car,1009,402,1196,499,5.0,0.0,1.0,0.0,7.35,8.68,challenge_data
75,3.0,1,car,1009,402,1197,499,0.0,0.0,1.0,0.0,7.31,10.48,challenge_data
76,3.04,1,car,1009,400,1198,500,0.0,-2.0,1.0,1.0,7.28,11.64,challenge_data
77,3.08,1,car,1008,401,1200,501,-1.0,1.0,2.0,1.0,7.16,13.01,challenge_data
78,3.12,1,car,1007,402,1204,502,-1.0,1.0,4.0,1.0,6.98,14.6,challenge_data
79,3.16,1,car,1011,403,1206,501,4.0,1.0,2.0,-1.0,7.05,15.74,challenge_data
80,3.2,1,car,1014,403,1208,500,3.0,0.0,2.0,-1.0,7.09,16.73,challenge_data
81,3.24,1,car,1018,403,1207,499,4.0,0.0,-1.0,-1.0,7.28,18.07,challenge_data
82,3.28,1,car,1020,403,1209,499,2.0,0.0,2.0,0.0,7.28,18.89,challenge_data
83,3.32,1,car,1021,403,1211,499,1.0,0.0,2.0,0.0,7.24,19.06,challenge_data
84,3.36,1,car,1020,400,1218,499,-1.0,-3.0,7.0,0.0,6.94,19.22,challenge_data
85,3.4,1,car,1021,403,1218,500,1.0,3.0,0.0,1.0,6.98,18.49,challenge_data
86,3.44,1,car,1020,403,1220,502,-1.0,0.0,2.0,2.0,6.88,18.0,challenge_data
87,3.48,1,car,1021,404,1221,503,1.0,1.0,1.0,1.0,6.88,17.51,challenge_data
88,3.52,1,car,1021,405,1220,506,0.0,1.0,-1.0,3.0,6.91,17.99,challenge_data
89,3.56,1,car,1022,404,1222,506,1.0,-1.0,2.0,0.0,6.88,17.78,challenge_data
90,3.6,1,car,1024,404,1223,506,2.0,0.0,1.0,0.0,6.91,17.69,challenge_data
91,3.64,1,car,1027,403,1227,506,3.0,-1.0,4.0,0.0,6.88,16.31,challenge_data
92,3.68,1,car,1026,402,1231,505,-1.0,-1.0,4.0,-1.0,6.71,14.98,challenge_data
93,3.72,1,car,1027,402,1232,503,1.0,0.0,1.0,-2.0,6.71,13.67,challenge_data
94,3.76,1,car,1029,401,1233,502,2.0,-1.0,1.0,-1.0,6.74,11.91,challenge_data
95,3.8,1,car,1028,399,1236,502,-1.0,-2.0,3.0,0.0,6.61,9.93,challenge_data
96,3.84,1,car,1029,399,1238,502,1.0,0.0,2.0,0.0,6.58,8.32,challenge_data
97,3.88,1,car,1028,398,1243,501,-1.0,-1.0,5.0,-1.0,6.4,7.51,challenge_data
98,3.92,1,car,1032,399,1245,502,4.0,1.0,2.0,1.0,6.46,6.95,challenge_data
99,3.96,1,car,1035,399,1242,502,3.0,0.0,-3.0,0.0,6.64,6.55,challenge_data
100,4.0,1,car,1036,398,1243,502,1.0,-1.0,1.0,0.0,6.64,5.71,challenge_data
101,4.04,1,car,1040,398,1247,501,4.0,0.0,4.0,-1.0,6.64,6.14,challenge_data
102,4.08,1,car,1044,397,1249,501,4.0,-1.0,2.0,0.0,6.71,5.75,challenge_data
103,4.12,1,car,1045,398,1254,503,1.0,1.0,5.0,2.0,6.58,5.37,challenge_data
104,4.16,1,car,1046,398,1259,506,1.0,0.0,5.0,3.0,6.46,4.73,challenge_data
105,4.2,1,car,1047,399,1267,506,1.0,1.0,8.0,0.0,6.25,5.36,challenge_data
106,4.24,1,car,1045,400,1276,507,-2.0,1.0,9.0,1.0,5.95,5.3,challenge_data
107,4.28,1,car,1040,401,1272,508,-5.0,1.0,-4.0,1.0,5.93,4.47,challenge_data
108,4.32,1,car,1045,399,1274,507,5.0,-2.0,2.0,-1.0,6.0,3.47,challenge_data
109,4.36,1,car,1045,398,1270,506,0.0,-1.0,-4.0,-1.0,6.11,3.05,challenge_data
110,4.4,1,car,1047,399,1264,506,2.0,1.0,-6.0,0.0,6.34,2.74,challenge_data
111,4.44,1,car,1051,401,1269,506,4.0,2.0,5.0,0.0,6.31,1.93,challenge_data
112,4.48,1,car,1053,400,1272,506,2.0,-1.0,3.0,0.0,6.28,2.8,challenge_data
113,4.52,1,car,1054,399,1273,504,1.0,-1.0,1.0,-2.0,6.28,2.75,challenge_data
114,4.56,1,car,1054,395,1275,500,0.0,-4.0,2.0,-4.0,6.22,3.28,challenge_data
115,4.6,1,car,1058,392,1279,497,4.0,-3.0,4.0,-3.0,6.22,3.83,challenge_data
116,4.64,1,car,1061,391,1280,498,3.0,-1.0,1.0,1.0,6.28,4.88,challenge_data
117,4.68,1,car,1063,390,1279,497,2.0,-1.0,-1.0,-1.0,6.37,4.42,challenge_data
118,4.72,1,car,1060,392,1279,502,-3.0,2.0,0.0,5.0,6.28,4.33,challenge_data
119,4.76,1,car,1060,393,1279,503,0.0,1.0,0.0,1.0,6.28,4.26,challenge_data
120,4.8,1,car,1061,395,1278,504,1.0,2.0,-1.0,1.0,6.34,3.77,challenge_data
121,4.84,1,car,1061,398,1278,509,0.0,3.0,0.0,5.0,6.34,3.1,challenge_data
122,4.88,1,car,1061,395,1278,507,0.0,-3.0,0.0,-2.0,6.34,3.81,challenge_data
123,4.92,1,car,1061,397,1278,507,0.0,2.0,0.0,0.0,6.34,4.01,challenge_data
124,4.96,1,car,1061,397,1278,505,0.0,0.0,0.0,-2.0,6.34,4.1,challenge_data
125,5.0,1,car,1061,395,1279,507,0.0,-2.0,1.0,2.0,6.31,4.13,challenge_data
126,5.04,1,car,1059,395,1279,507,-2.0,0.0,0.0,0.0,6.25,4.48,challenge_data
127,5.08,1,car,1057,394,1279,507,-2.0,-1.0,0.0,0.0,6.19,4.35,challenge_data
128,5.12,1,car,1062,396,1279,508,5.0,2.0,0.0,1.0,6.34,4.63,challenge_data
129,5.16,1,car,1065,395,1279,508,3.0,-1.0,0.0,0.0,6.43,5.1,challenge_data
130,5.2,1,car,1065,393,1279,506,0.0,-2.0,0.0,-2.0,6.43,5.85,challenge_data
131,5.24,1,car,1066,392,1279,507,1.0,-1.0,0.0,1.0,6.46,5.93,challenge_data
132,5.28,1,car,1068,394,1279,507,2.0,2.0,0.0,0.0,6.52,6.55,challenge_data
133,5.32,1,car,1069,394,1279,506,1.0,0.0,0.0,-1.0,6.55,7.56,challenge_data
134,5.36,1,car,1069,393,1279,506,0.0,-1.0,0.0,0.0,6.55,8.15,challenge_data
135,5.4,1,car,1069,391,1279,505,0.0,-2.0,0.0,-1.0,6.55,8.72,challenge_data
136,5.44,1,car,1069,393,1279,506,0.0,2.0,0.0,1.0,6.55,9.98,challenge_data
137,5.48,1,car,1070,394,1279,509,1.0,1.0,0.0,3.0,6.58,10.32,challenge_data
138,5.52,1,car,1070,395,1279,510,0.0,1.0,0.0,1.0,6.58,10.1,challenge_data
139,5.56,1,car,1071,395,1279,511,1.0,0.0,0.0,1.0,6.61,10.12,challenge_data
140,5.6,1,car,1072,396,1279,512,1.0,1.0,0.0,1.0,6.64,10.76,challenge_data
141,5.64,1,car,1076,397,1279,514,4.0,1.0,0.0,2.0,6.77,11.04,challenge_data
142,5.68,1,car,1077,397,1279,513,1.0,0.0,0.0,-1.0,6.81,12.35,challenge_data
143,5.72,1,car,1076,395,1279,510,-1.0,-2.0,0.0,-3.0,6.77,13.73,challenge_data
144,5.76,1,car,1077,394,1279,510,1.0,-1.0,0.0,0.0,6.81,14.83,challenge_data
145,5.8,1,car,1081,393,1279,510,4.0,-1.0,0.0,0.0,6.94,15.01,challenge_data
146,5.84,1,car,1078,393,1279,513,-3.0,0.0,0.0,3.0,6.84,14.73,challenge_data
147,5.88,1,car,1080,392,1279,515,2.0,-1.0,0.0,2.0,6.91,13.66,challenge_data
148,5.92,1,car,1083,391,1279,514,3.0,-1.0,0.0,-1.0,7.02,14.8,challenge_data
149,5.96,1,car,1084,395,1279,516,1.0,4.0,0.0,2.0,7.05,15.79,challenge_data
150,6.0,1,car,1079,392,1279,512,-5.0,-3.0,0.0,-4.0,6.88,15.83,challenge_data
151,6.04,1,car,1082,391,1279,511,3.0,-1.0,0.0,-1.0,6.98,14.99,challenge_data
152,6.08,1,car,1084,393,1279,511,2.0,2.0,0.0,0.0,7.05,14.28,challenge_data
153,6.12,1,car,1085,393,1279,510,1.0,0.0,0.0,-1.0,7.09,13.32,challenge_data
154,6.16,1,car,1085,393,1279,513,0.0,0.0,0.0,3.0,7.09,11.44,challenge_data
155,6.2,1,car,1086,388,1279,506,1.0,-5.0,0.0,-6.189999999999992,7.12,10.14,challenge_data
156,6.24,1,car,1088,395,1279,513,2.0,7.0,0.0,7.0,7.2,10.0,challenge_data
157,6.28,1,car,1086,395,1279,512,-2.0,0.0,0.0,-1.0,7.12,9.27,challenge_data
158,6.32,1,car,1088,395,1279,514,2.0,0.0,0.0,2.0,7.2,7.3,challenge_data
159,6.36,1,car,1090,394,1279,514,2.0,-1.0,0.0,0.0,7.28,5.92,challenge_data
160,6.4,1,car,1089,393,1279,514,-1.0,-1.0,0.0,0.0,7.24,4.95,challenge_data
161,6.44,1,car,1089,396,1279,516,0.0,3.0,0.0,2.0,7.24,4.09,challenge_data
162,6.48,1,car,1088,397,1279,517,-1.0,1.0,0.0,1.0,7.2,4.66,challenge_data
163,6.52,1,car,1091,393,1279,513,3.0,-4.0,0.0,-4.0,7.31,4.07,challenge_data
164,6.56,1,car,1095,395,1279,517,4.0,2.0,0.0,4.0,7.47,3.99,challenge_data
165,6.6,1,car,1094,394,1279,520,-1.0,-1.0,0.0,3.0,7.43,3.86,challenge_data
166,6.64,1,car,1094,393,1279,520,0.0,-1.0,0.0,0.0,7.43,4.42,challenge_data
167,6.68,1,car,1096,398,1279,520,2.0,5.0,0.0,0.0,7.51,3.31,challenge_data
168,6.72,1,car,1095,399,1279,521,-1.0,1.0,0.0,1.0,7.47,3.88,challenge_data
169,6.76,1,car,1095,399,1279,523,0.0,0.0,0.0,2.0,7.47,3.98,challenge_data
170,6.8,1,car,1094,400,1279,525,-1.0,1.0,0.0,2.0,7.43,4.69,challenge_data
171,6.84,1,car,1098,402,1279,528,4.0,2.0,0.0,3.0,7.6,4.44,challenge_data
172,6.88,1,car,1098,401,1279,528,0.0,-1.0,0.0,0.0,7.6,5.03,challenge_data
173,6.92,1,car,1097,394,1279,522,-1.0,-7.0,0.0,-6.0,7.55,5.05,challenge_data
174,6.96,1,car,1100,391,1279,520,3.0,-3.0,0.0,-2.0,7.68,5.29,challenge_data
175,7.0,1,car,1100,390,1279,519,0.0,-1.0,0.0,-1.0,7.68,5.29,challenge_data
176,7.04,1,car,1100,389,1279,518,0.0,-1.0,0.0,-1.0,7.68,5.44,challenge_data
177,7.08,1,car,1101,390,1279,519,1.0,1.0,0.0,1.0,7.72,5.33,challenge_data
178,7.12,1,car,1102,391,1279,520,1.0,1.0,0.0,1.0,7.77,5.06,challenge_data
179,7.16,1,car,1102,393,1279,520,0.0,2.0,0.0,0.0,7.77,5.1,challenge_data
180,7.2,1,car,1104,392,1279,519,2.0,-1.0,0.0,-1.0,7.86,4.58,challenge_data
181,7.24,1,car,1104,390,1279,518,0.0,-2.0,0.0,-1.0,7.86,4.44,challenge_data
182,7.28,1,car,1101,391,1279,520,-3.0,1.0,0.0,2.0,7.72,4.14,challenge_data
183,7.32,1,car,1102,391,1279,520,1.0,0.0,0.0,0.0,7.77,3.72,challenge_data
184,7.36,1,car,1102,390,1279,521,0.0,-1.0,0.0,1.0,7.77,3.36,challenge_data
185,7.4,1,car,1107,392,1279,522,5.0,2.0,0.0,1.0,7.99,3.0,challenge_data
186,7.44,1,car,1107,393,1279,522,0.0,1.0,0.0,0.0,7.99,3.01,challenge_data
187,7.48,1,car,1110,393,1279,523,3.0,0.0,0.0,1.0,8.14,3.08,challenge_data
188,7.52,1,car,1110,393,1279,523,0.0,0.0,0.0,0.0,8.14,3.37,challenge_data
189,7.56,1,car,1108,392,1279,523,-2.0,-1.0,0.0,0.0,8.04,3.53,challenge_data
190,7.6,1,car,1110,390,1280,522,2.0,-2.0,1.0,-1.0,8.09,4.02,challenge_data
191,7.64,1,car,1113,387,1280,519,3.0,-3.0,0.0,-3.0,8.23,4.12,challenge_data
192,7.68,1,car,1111,388,1280,521,-2.0,1.0,0.0,2.0,8.14,4.24,challenge_data
193,7.72,1,car,1110,388,1280,521,-1.0,0.0,0.0,0.0,8.09,3.59,challenge_data
194,7.76,1,car,1110,388,1279,523,0.0,0.0,-1.0,2.0,8.14,3.67,challenge_data
195,7.8,1,car,1113,390,1278,525,3.0,2.0,-1.0,2.0,8.33,3.07,challenge_data
196,7.84,1,car,1111,390,1278,525,-2.0,0.0,0.0,0.0,8.23,2.93,challenge_data
197,7.88,1,car,1114,392,1278,526,3.0,2.0,0.0,1.0,8.38,2.85,challenge_data
198,7.92,1,car,1117,393,1278,527,3.0,1.0,0.0,1.0,8.54,2.83,challenge_data
199,7.96,1,car,1118,392,1279,528,1.0,-1.0,1.0,1.0,8.54,2.34,challenge_data
200,8.0,1,car,1117,393,1279,528,-1.0,1.0,0.0,0.0,8.49,2.52,challenge_data
201,8.04,1,car,1118,394,1279,529,1.0,1.0,0.0,1.0,8.54,2.35,challenge_data
202,8.08,1,car,1119,394,1279,527,1.0,0.0,0.0,-2.0,8.59,2.05,challenge_data
203,8.12,1,car,1120,394,1279,526,1.0,0.0,0.0,-1.0,8.65,2.1,challenge_data
204,8.16,1,car,1120,394,1280,525,0.0,0.0,1.0,-1.0,8.59,2.13,challenge_data
205,8.2,1,car,1113,394,1279,527,-7.0,0.0,-1.0,2.0,8.28,1.81,challenge_data
206,8.24,1,car,1114,396,1278,529,1.0,2.0,-1.0,2.0,8.38,1.43,challenge_data
207,8.28,1,car,1117,397,1278,531,3.0,1.0,0.0,2.0,8.54,1.26,challenge_data
208,8.32,1,car,1116,398,1278,532,-1.0,1.0,0.0,1.0,8.49,1.16,challenge_data
209,8.36,1,car,1115,395,1278,531,-1.0,-3.0,0.0,-1.0,8.44,1.36,challenge_data
210,8.4,1,car,1115,395,1279,530,0.0,0.0,1.0,-1.0,8.38,1.49,challenge_data
211,8.44,1,car,1118,395,1279,529,3.0,0.0,0.0,-1.0,8.54,1.56,challenge_data
212,8.48,1,car,1118,391,1280,526,0.0,-4.0,1.0,-3.0,8.49,2.27,challenge_data
213,8.52,1,car,1119,390,1280,527,1.0,-1.0,0.0,1.0,8.54,2.63,challenge_data
214,8.56,1,car,1121,388,1280,525,2.0,-2.0,0.0,-2.0,8.65,2.71,challenge_data
215,8.6,1,car,1124,388,1280,523,3.0,0.0,0.0,-2.0,8.81,2.97,challenge_data
216,8.64,1,car,1123,393,1279,526,-1.0,5.0,-1.0,3.0,8.81,3.42,challenge_data
217,8.68,1,car,1124,391,1279,525,1.0,-2.0,0.0,-1.0,8.87,3.39,challenge_data
218,8.72,1,car,1124,390,1279,526,0.0,-1.0,0.0,1.0,8.87,2.95,challenge_data
219,8.76,1,car,1127,387,1279,527,3.0,-3.0,0.0,1.0,9.05,2.66,challenge_data
220,8.8,1,car,1128,389,1280,528,1.0,2.0,1.0,1.0,9.05,2.28,challenge_data
221,8.84,1,car,1127,392,1280,531,-1.0,3.0,0.0,3.0,8.99,2.22,challenge_data
222,8.88,1,car,1126,394,1280,531,-1.0,2.0,0.0,0.0,8.93,2.12,challenge_data
223,8.92,1,car,1128,394,1280,532,2.0,0.0,0.0,1.0,9.05,2.59,challenge_data
224,8.96,1,car,1130,396,1280,533,2.0,2.0,0.0,1.0,9.17,3.07,challenge_data
225,9.0,1,car,1132,395,1279,533,2.0,-1.0,-1.0,0.0,9.35,3.43,challenge_data
226,9.04,1,car,1131,395,1279,534,-1.0,0.0,0.0,1.0,9.29,3.25,challenge_data
227,9.08,1,car,1130,397,1279,535,-1.0,2.0,0.0,1.0,9.23,3.15,challenge_data
228,9.12,1,car,1128,397,1279,537,-2.0,0.0,0.0,2.0,9.11,3.43,challenge_data
229,9.16,1,car,1129,397,1280,537,1.0,0.0,1.0,0.0,9.11,2.75,challenge_data
230,9.2,1,car,1130,396,1280,533,1.0,-1.0,0.0,-4.0,9.17,2.53,challenge_data
231,9.24,1,car,1130,395,1280,530,0.0,-1.0,0.0,-3.0,9.17,2.16,challenge_data
232,9.28,1,car,1130,392,1280,529,0.0,-3.0,0.0,-1.0,9.17,1.95,challenge_data
233,9.32,1,car,1134,390,1278,529,4.0,-2.0,-2.0,0.0,9.55,1.41,challenge_data
234,9.36,1,car,1131,389,1279,529,-3.0,-1.0,1.0,0.0,9.29,1.75,challenge_data
235,9.4,1,car,1132,389,1280,529,1.0,0.0,1.0,0.0,9.29,2.04,challenge_data
236,9.44,1,car,1134,389,1280,528,2.0,0.0,0.0,-1.0,9.42,2.35,challenge_data
237,9.48,1,car,1138,390,1279,529,4.0,1.0,-1.0,1.0,9.75,2.24,challenge_data
238,9.52,1,car,1135,390,1278,531,-3.0,0.0,-1.0,2.0,9.62,2.41,challenge_data
239,9.56,1,car,1140,391,1278,533,5.0,1.0,0.0,2.0,9.96,4.36,challenge_data
240,9.6,1,car,1141,392,1278,533,1.0,1.0,0.0,0.0,10.04,3.96,challenge_data
241,9.64,1,car,1140,393,1278,533,-1.0,1.0,0.0,0.0,9.96,3.77,challenge_data
242,9.68,1,car,1137,394,1279,532,-3.0,1.0,1.0,-1.0,9.68,4.04,challenge_data
243,9.72,1,car,1139,394,1279,533,2.0,0.0,0.0,1.0,9.82,4.01,challenge_data
244,9.76,1,car,1138,396,1279,534,-1.0,2.0,0.0,1.0,9.75,1.86,challenge_data
245,9.8,1,car,1139,397,1279,535,1.0,1.0,0.0,1.0,9.82,1.88,challenge_data
246,9.84,1,car,1139,397,1279,536,0.0,0.0,0.0,1.0,9.82,1.81,challenge_data
247,9.88,1,car,1140,398,1279,536,1.0,1.0,0.0,0.0,9.89,1.45,challenge_data
248,9.92,1,car,1140,396,1278,534,0.0,-2.0,-1.0,-2.0,9.96,1.08,challenge_data
249,9.96,1,car,1140,396,1279,534,0.0,0.0,1.0,0.0,9.89,0.81,challenge_data
250,10.0,1,car,1141,397,1280,536,1.0,1.0,1.0,2.0,9.89,0.99,challenge_data
251,10.04,1,car,1144,396,1279,535,3.0,-1.0,-1.0,-1.0,10.19,1.64,challenge_data
64,2.56,3,car,85,431,137,447,-8.0,-1.0,-7.0,-1.0,26.44,18.5,challenge_data
65,2.6,3,car,44,430,99,448,-41.0,-1.0,-38.0,1.0,25.0,19.27,challenge_data
66,2.64,3,car,10,433,68,451,-34.0,3.0,-31.0,3.0,23.71,20.65,challenge_data
108,4.32,6,car,165,432,222,452,-13.0,0.0,-4.0,1.0,24.12,13.08,challenge_data
109,4.36,6,car,110,433,171,454,-55.0,1.0,-51.0,2.0,22.54,21.77,challenge_data
110,4.4,6,car,49,441,132,489,-61.0,8.0,-39.0,8.0,16.57,20.57,challenge_data
131,5.24,11,car,128,422,202,451,-10.0,0.0,-3.0,1.0,18.58,17.72,challenge_data
144,5.76,15,car,327,420,371,442,-5.0,0.0,-4.0,-1.0,31.25,41.22480000000016,challenge_data
145,5.8,15,car,298,421,344,445,-29.0,1.0,-27.0,3.0,29.89,41.22480000000016,challenge_data
146,5.84,15,car,281,424,334,448,-17.0,3.0,-10.0,3.0,25.94,41.22480000000016,challenge_data
147,5.88,15,car,266,424,317,449,-15.0,0.0,-17.0,1.0,26.96,41.22480000000016,challenge_data
148,5.92,15,car,249,425,306,450,-17.0,1.0,-11.0,1.0,24.12,41.22480000000016,challenge_data
149,5.96,15,car,243,426,297,451,-6.0,1.0,-9.0,1.0,25.46,41.22480000000016,challenge_data
150,6.0,15,car,224,426,280,451,-19.0,0.0,-17.0,0.0,24.55,41.22480000000016,challenge_data
151,6.04,15,car,210,423,268,452,-14.0,-3.0,-12.0,1.0,23.71,41.22480000000016,challenge_data
152,6.08,15,car,189,423,249,453,-21.0,0.0,-19.0,1.0,22.92,40.67,challenge_data
153,6.12,15,car,169,422,228,452,-20.0,-1.0,-21.0,-1.0,23.31,37.07,challenge_data
154,6.16,15,car,152,421,211,451,-17.0,-1.0,-17.0,-1.0,23.31,30.58,challenge_data
155,6.2,15,car,133,422,269,451,-19.0,1.0,31.76000000000022,0.0,10.11,24.22,challenge_data
156,6.24,15,car,114,424,242,453,-19.0,2.0,-27.0,2.0,10.74,22.39,challenge_data
157,6.28,15,car,75,425,140,457,-39.0,1.0,-70.19,4.0,21.15,13.66,challenge_data
158,6.32,15,car,52,414,119,453,-23.0,-8.189999999999992,-21.0,-4.0,20.52,15.45,challenge_data
159,6.36,15,car,15,413,94,453,-37.0,-1.0,-25.0,0.0,17.41,14.92,challenge_data
160,6.4,15,car,-7,413,82,454,-22.0,0.0,-12.0,1.0,15.45,15.25,challenge_data
161,6.44,15,car,-6,420,62,453,1.0,7.0,-20.0,-1.0,20.22,17.23,challenge_data
152,6.08,17,car,70,441,130,460,-17.0,0.0,-7.0,3.0,22.92,25.59,challenge_data
182,7.28,21,car,144,429,193,446,-7.0,0.0,-7.0,0.0,28.06,13.38,challenge_data
183,7.32,21,car,100,429,162,451,-44.0,0.0,-31.0,5.0,22.18,20.54,challenge_data
184,7.36,21,car,63,431,124,454,-37.0,2.0,-38.0,3.0,22.54,25.82,challenge_data
185,7.4,21,car,32,430,103,455,-31.0,-1.0,-21.0,1.0,19.37,26.28,challenge_data
186,7.44,21,car,7,431,72,456,-25.0,1.0,-31.0,1.0,21.15,30.09,challenge_data
187,7.48,21,car,-7,432,47,456,-14.0,1.0,-25.0,0.0,25.46,34.52,challenge_data
201,8.04,24,car,364,418,414,436,-6.0,0.0,-6.0,0.0,27.5,11.23,challenge_data
202,8.08,24,car,326,418,390,436,-38.0,0.0,-24.0,0.0,21.48,15.86,challenge_data
203,8.12,24,car,322,415,372,435,-4.0,-3.0,-18.0,-1.0,27.5,16.83,challenge_data
204,8.16,24,car,275,417,353,438,-47.0,2.0,-19.0,3.0,17.63,18.5,challenge_data
208,8.32,25,car,147,427,205,446,-8.0,0.0,-8.0,0.0,23.71,3.0,challenge_data
209,8.36,25,car,82,430,149,449,-65.0,3.0,-56.0,3.0,20.52,12.13,challenge_data
210,8.4,25,car,50,433,113,452,-32.0,3.0,-36.0,3.0,21.83,15.24,challenge_data
210,8.4,26,car,155,424,240,448,-10.0,0.0,-17.0,0.0,16.18,8.43,challenge_data
211,8.44,26,car,114,428,191,450,-41.0,4.0,-49.0,2.0,17.86,14.44,challenge_data
212,8.48,26,car,73,425,156,450,-41.0,-3.0,-35.0,0.0,16.57,18.52,challenge_data
213,8.52,26,car,11,428,124,455,-62.0,3.0,-32.0,5.0,12.17,19.9,challenge_data
221,8.84,28,car,378,418,427,437,-4.0,0.0,-2.0,0.0,28.06,7.55,challenge_data
225,9.0,29,car,311,418,379,439,-7.0,-1.0,-5.0,0.0,20.22,10.29,challenge_data
229,9.16,31,car,204,425,273,447,-7.0,-2.0,11.0,0.0,19.93,8.33,challenge_data
230,9.2,31,car,218,421,285,442,7.570000000000164,-4.0,12.0,-5.0,20.52,8.03,challenge_data
231,9.24,31,car,205,422,265,442,-13.0,1.0,-20.0,0.0,22.92,7.33,challenge_data
232,9.28,31,car,169,422,236,442,-36.0,0.0,-29.0,0.0,20.52,9.63,challenge_data
233,9.32,31,car,132,422,212,444,-37.0,0.0,-24.0,2.0,17.19,10.68,challenge_data
234,9.36,31,car,98,425,186,448,-34.0,3.0,-26.0,4.0,15.62,13.52,challenge_data
235,9.4,31,car,66,423,151,447,-32.0,-2.0,-35.0,-1.0,16.18,16.1,challenge_data
236,9.44,31,car,33,424,119,449,-33.0,1.0,-32.0,2.0,15.99,19.69,challenge_data
237,9.48,31,car,-6,427,75,453,-39.0,3.0,-44.0,4.0,16.98,21.22,challenge_data
